sample_id,grid_id,latitude,longitude,Ni_pct,Fe_pct,Co_pct,MgO_pct,SiO2_pct,zone,qc_flag
SH72611,H7261,1.761797,128.972637,2.379,43.89,0.041,6.86,33.9,limonite,valid
SH72612,H7261,1.762328,128.967742,1.895,32.11,0.028,12.06,44.57,transition,valid
SH72621,H7262,1.756566,128.988942,1.359,15.24,0.039,24.86,38.89,saprolite,valid
SH72622,H7262,1.761444,128.981628,1.896,17.92,0.009,8.16,48.83,soil,valid
SH72631,H7263,1.764685,129.004053,0.304,7.86,0.007,46.64,41.47,bedrock,valid
SH72632,H7263,1.756793,128.999286,0.584,19.79,0.018,8.82,50.94,soil,valid
SH72641,H7264,1.755169,129.016444,0.595,46.97,0.042,7.94,41.36,limonite,valid
SH72642,H7264,1.761054,129.016009,0.01,10.75,0.018,7.94,46.95,soil,valid
SH72651,H7265,1.763748,129.031665,1.588,13.2,0.021,21.43,39.04,saprolite,valid
SH72652,H7265,1.761652,129.031077,2.27,39.91,0.025,2.08,42.69,limonite,valid
SH72661,H7266,1.764458,129.048444,0.567,45.67,0.065,1.4,33.09,limonite,valid
SH72662,H7266,1.759098,129.046688,0.647,17.48,0.019,23.73,35.62,saprolite,valid
SH72671,H7267,1.76102,129.062324,0.187,39.56,0.056,1.9,36.03,limonite,valid
SH72672,H7267,1.755434,129.066426,0.315,42.71,0.085,7.0,35.66,limonite,valid
SH72681,H7268,1.755526,129.076494,1.962,12.88,0.041,26.7,32.42,saprolite,valid
SH72682,H7268,1.761984,129.076445,1.735,15.96,0.048,20.01,28.97,saprolite,valid
SH72691,H7269,1.757239,129.096475,0.66,41.7,0.089,3.67,41.84,limonite,valid
SH72692,H7269,1.763213,129.091756,0.108,31.51,0.035,8.35,42.48,transition,valid
SH72701,H7270,1.7552,129.110777,0.727,29.39,0.023,12.01,41.34,transition,valid
SH72702,H7270,1.760111,129.113165,1.233,13.85,0.045,17.75,37.99,saprolite,valid
SH72711,H7271,1.764913,129.13091,0.331,13.75,0.017,2.7,46.32,soil,valid
SH72712,H7271,1.756794,129.127892,0.207,48.64,0.031,1.81,44.34,limonite,valid
SH72721,H7272,1.757953,129.141355,0.846,26.22,0.017,14.17,36.73,transition,valid
SH72722,H7272,1.763968,129.145402,0.055,30.23,0.067,15.4,38.18,transition,valid
SH72731,H7273,1.756661,129.157777,0.495,22.89,0.01,8.37,38.05,transition,valid
SH72732,H7273,1.76369,129.16099,0.728,26.84,0.031,15.93,28.63,saprolite,valid
SH72741,H7274,1.761355,129.176516,0.496,14.94,0.023,6.09,47.68,soil,valid
SH72742,H7274,1.76423,129.173928,0.166,22.13,0.024,6.45,53.49,soil,valid
SH72751,H7275,1.762892,129.193769,1.115,45.02,0.052,4.06,43.74,limonite,valid
SH72752,H7275,1.758947,129.187851,1.357,22.14,0.029,26.43,29.56,saprolite,valid
SH72761,H7276,1.76075,129.21264,0.883,31.57,0.059,10.46,41.93,transition,valid
SH72762,H7276,1.75949,129.209622,1.132,39.1,0.091,1.03,39.96,limonite,valid
SH72771,H7277,1.76041,129.226395,0.01,12.94,0.01,3.45,59.13,soil,valid
SH72772,H7277,1.759803,129.223616,0.095,11.93,0.013,4.46,49.44,soil,valid
SH72781,H7278,1.757998,129.235282,0.235,22.73,0.019,8.42,52.5,soil,valid
SH72782,H7278,1.759092,129.244336,0.317,10.06,0.004,35.48,43.68,bedrock,valid
SH72791,H7279,1.759285,129.252087,0.01,47.03,0.07,2.37,44.79,limonite,valid
SH72792,H7279,1.761524,129.255212,0.01,20.41,0.008,8.49,49.45,soil,valid
SH72801,H7280,1.760746,129.276954,0.766,21.93,0.038,29.82,37.44,saprolite,valid
SH72802,H7280,1.75753,129.269237,0.835,45.48,0.047,2.37,30.15,limonite,valid
SH72811,H7281,1.763727,129.283912,0.298,5.53,0.011,44.89,42.1,bedrock,valid
SH72812,H7281,1.759827,129.290138,0.056,6.45,0.014,35.58,47.0,bedrock,valid
SH72821,H7282,1.7614,129.305076,1.163,16.69,0.005,3.66,55.48,soil,valid
SH72822,H7282,1.759718,129.302958,0.631,22.19,0.063,11.58,37.21,transition,valid
SH72831,H7283,1.756494,129.320334,1.487,27.99,0.057,12.6,39.27,transition,valid
SH72832,H7283,1.761425,129.319386,0.963,22.86,0.01,9.33,49.05,soil,valid
SH72841,H7284,1.757221,129.337612,0.893,32.57,0.039,8.14,36.65,transition,valid
SH72842,H7284,1.76187,129.337564,0.792,35.81,0.056,3.93,38.65,limonite,valid
SH72851,H7285,1.764055,129.355305,0.607,30.1,0.069,11.69,43.61,transition,valid
SH72852,H7285,1.764039,129.348804,0.104,13.19,0.025,8.6,46.93,soil,valid
SH72861,H7286,1.761353,129.366905,1.504,20.32,0.037,12.78,39.65,transition,valid
SH72862,H7286,1.757729,129.371106,1.399,10.81,0.006,5.69,59.9,soil,valid
SH72871,H7287,1.762281,129.387175,0.333,35.79,0.029,2.04,43.67,limonite,valid
SH72872,H7287,1.762481,129.384351,0.532,36.99,0.034,2.95,40.45,limonite,valid
SH72881,H7288,1.755228,129.39654,0.01,23.55,0.019,3.1,45.64,soil,valid
SH72882,H7288,1.755252,129.40136,0.026,15.66,0.017,3.24,45.07,soil,valid
SH72891,H7289,1.758055,129.415826,1.225,23.61,0.053,17.75,40.37,transition,valid
SH72892,H7289,1.762182,129.412374,0.944,15.4,0.008,2.38,49.52,soil,valid
SH72901,H7290,1.763686,129.429343,1.426,26.95,0.038,26.59,34.65,saprolite,valid
SH72902,H7290,1.76072,129.433913,1.31,31.48,0.029,13.02,44.3,transition,valid
SH72911,H7291,1.755157,129.446825,2.429,48.58,0.051,7.58,42.57,limonite,valid
SH72912,H7291,1.755125,129.448472,2.606,49.7,0.021,2.16,31.04,limonite,valid
SH72921,H7292,1.762482,129.459725,0.579,30.11,0.069,10.17,43.9,transition,valid
SH72922,H7292,1.755414,129.462491,0.259,23.76,0.038,20.44,34.7,saprolite,valid
SH72931,H7293,1.764223,129.484649,0.638,25.24,0.063,13.02,37.56,transition,valid
SH72932,H7293,1.758514,129.476266,0.425,11.91,0.016,5.07,54.23,soil,valid
SH72941,H7294,1.755878,129.498251,0.774,47.15,0.079,1.98,40.25,limonite,valid
SH72942,H7294,1.759245,129.492888,0.706,19.34,0.011,29.76,38.67,saprolite,valid
SH72951,H7295,1.763716,129.512378,0.747,49.73,0.04,6.23,32.13,limonite,valid
SH72952,H7295,1.755877,129.510737,0.718,20.0,0.013,7.24,46.79,soil,valid
SH72961,H7296,1.762585,129.525256,3.074,49.72,0.021,5.5,32.81,limonite,valid
SH72962,H7296,1.762478,129.530831,3.084,13.4,0.017,9.13,55.79,soil,valid
SH72971,H7297,1.764778,129.544307,0.539,34.81,0.044,14.09,37.38,transition,valid
SH72972,H7297,1.761344,129.543208,1.054,14.14,0.041,16.9,30.58,saprolite,valid
SH72981,H7298,1.762908,129.563345,1.483,36.71,0.09,7.05,34.33,limonite,valid
SH72982,H7298,1.755284,129.564203,0.979,19.74,0.031,16.34,31.17,saprolite,valid
SH72991,H7299,1.762268,129.576784,1.451,22.1,0.025,9.14,48.82,soil,valid
SH72992,H7299,1.758688,129.574643,1.911,14.83,0.023,16.23,36.43,saprolite,valid
SH73001,H7300,1.759293,129.595163,1.573,40.79,0.031,1.09,31.73,limonite,valid
SH73002,H7300,1.764143,129.59603,1.567,20.79,0.014,8.92,48.55,soil,valid
SH73011,H7301,1.772232,128.007939,0.621,38.27,0.036,7.28,31.44,limonite,valid
SH73012,H7301,1.780498,128.008671,0.559,36.15,0.082,6.35,42.89,limonite,valid
SH73021,H7302,1.773846,128.02552,1.073,47.17,0.054,2.36,31.53,limonite,valid
SH73022,H7302,1.778265,128.020314,0.979,37.7,0.091,1.6,41.47,limonite,valid
SH73031,H7303,1.771628,128.042017,0.204,27.4,0.033,12.73,38.38,transition,valid
SH73032,H7303,1.77398,128.040973,0.607,42.38,0.099,1.84,35.15,limonite,valid
SH73041,H7304,1.779939,128.056062,0.105,11.19,0.009,4.72,54.5,soil,valid
SH73042,H7304,1.777085,128.052192,0.381,22.38,0.008,2.17,50.76,soil,valid
SH73051,H7305,1.777884,128.067948,0.216,19.81,0.017,3.49,52.88,soil,valid
SH73052,H7305,1.772307,128.074923,0.104,45.41,0.026,4.88,38.89,limonite,valid
SH73061,H7306,1.778995,128.086238,0.834,35.66,0.062,5.13,41.59,limonite,valid
SH73062,H7306,1.775774,128.084545,0.6,19.23,0.026,25.16,38.65,saprolite,valid
SH73071,H7307,1.773778,128.103453,0.405,21.56,0.033,9.25,47.09,transition,valid
SH73072,H7307,1.777188,128.100265,0.579,18.17,0.047,23.96,37.06,saprolite,valid
SH73081,H7308,1.779146,128.115461,0.068,16.47,0.016,6.97,57.26,soil,valid
SH73082,H7308,1.778579,128.116901,0.169,11.7,0.014,37.82,49.34,bedrock,valid
SH73091,H7309,1.776158,128.135141,1.226,26.91,0.047,23.51,37.1,saprolite,valid
SH73092,H7309,1.774845,128.13885,0.503,45.01,0.082,2.04,43.38,limonite,valid
SH73101,H7310,1.777201,128.156098,1.075,40.71,0.033,7.31,41.04,limonite,valid
SH73102,H7310,1.773631,128.153337,1.193,23.79,0.023,27.02,35.6,saprolite,valid
SH73111,H7311,1.779258,128.167524,0.745,41.37,0.025,1.62,31.19,limonite,valid
SH73112,H7311,1.776366,128.163831,0.922,48.33,0.026,2.78,38.36,limonite,valid
SH73121,H7312,1.779172,128.18418,1.796,26.7,0.029,25.25,37.72,saprolite,valid
SH73122,H7312,1.776168,128.188116,2.074,31.72,0.014,13.23,42.88,transition,valid
SH73131,H7313,1.778824,128.200745,0.114,10.98,0.011,37.39,38.08,bedrock,valid
SH73132,H7313,1.779815,128.196064,0.01,11.44,0.013,40.31,42.02,bedrock,valid
SH73141,H7314,1.777025,128.216479,0.865,21.79,0.019,27.04,36.8,saprolite,valid
SH73142,H7314,1.780046,128.217517,1.017,46.23,0.053,3.3,36.93,limonite,valid
SH73151,H7315,1.773522,128.232916,0.819,40.11,0.045,6.99,40.19,limonite,valid
SH73152,H7315,1.778806,128.235925,0.814,14.4,0.018,7.97,48.54,soil,valid
SH73161,H7316,1.779756,128.24617,0.673,18.88,0.028,29.14,31.02,saprolite,valid
SH73162,H7316,1.772139,128.2521,0.939,42.95,0.097,2.07,41.16,limonite,valid
SH73171,H7317,1.777698,128.263286,0.839,46.78,0.037,4.66,41.36,limonite,valid
SH73172,H7317,1.771882,128.260314,0.449,22.46,0.041,26.25,36.8,saprolite,valid
SH73181,H7318,1.771771,128.281128,1.195,27.43,0.018,13.17,37.14,transition,valid
SH73182,H7318,1.780544,128.27949,0.938,43.1,0.06,3.09,31.15,limonite,valid
SH73191,H7319,1.77494,128.300078,1.897,35.28,0.06,5.32,39.59,limonite,valid
SH73192,H7319,1.776298,128.294775,2.022,43.59,0.058,7.68,44.53,limonite,valid
SH73201,H7320,1.776988,128.308988,0.472,48.94,0.038,1.1,40.59,limonite,valid
SH73202,H7320,1.773185,128.311454,0.534,13.04,0.037,23.79,37.95,saprolite,valid
SH73211,H7321,1.77537,128.330585,1.203,35.54,0.03,3.57,35.94,limonite,valid
SH73212,H7321,1.774848,128.331703,1.313,12.53,0.007,4.55,56.23,soil,valid
SH73221,H7322,1.778075,128.343993,1.221,28.05,0.012,14.39,38.07,transition,valid
SH73222,H7322,1.780624,128.347069,0.387,16.95,0.013,4.09,46.37,soil,valid
SH73231,H7323,1.774914,128.362812,1.991,38.57,0.043,5.36,40.56,limonite,valid
SH73232,H7323,1.778941,128.357195,1.334,40.52,0.099,4.46,41.13,limonite,valid
SH73241,H7324,1.775626,128.372712,0.363,44.08,0.058,2.62,44.51,limonite,valid
SH73242,H7324,1.777589,128.377867,0.413,14.27,0.027,15.68,28.67,saprolite,valid
SH73251,H7325,1.779858,128.394574,0.89,43.29,0.078,6.11,44.2,limonite,valid
SH73252,H7325,1.775832,128.39376,0.951,30.53,0.031,9.05,39.35,transition,valid
SH73261,H7326,1.77228,128.410944,1.509,15.11,0.019,3.55,53.43,soil,valid
SH73262,H7326,1.77552,128.409352,1.412,32.6,0.053,8.58,44.98,transition,valid
SH73271,H7327,1.771681,128.422717,0.856,21.18,0.01,7.66,51.28,soil,valid
SH73272,H7327,1.771391,128.425056,1.072,41.82,0.034,2.31,33.26,limonite,valid
SH73281,H7328,1.779471,128.44359,0.041,11.26,0.014,36.13,48.45,bedrock,valid
SH73282,H7328,1.77139,128.435229,0.352,8.08,0.008,46.16,42.87,bedrock,valid
SH73291,H7329,1.77388,128.457783,0.788,12.84,0.007,2.37,47.85,soil,valid
SH73292,H7329,1.777284,128.451476,0.238,49.31,0.088,3.92,38.73,limonite,valid
SH73301,H7330,1.777984,128.468273,0.687,18.44,0.048,20.71,39.44,saprolite,valid
SH73302,H7330,1.778632,128.469565,0.676,14.83,0.014,7.44,57.69,soil,valid
SH73311,H7331,1.772389,128.484589,0.636,39.58,0.046,6.03,35.46,limonite,valid
SH73312,H7331,1.773325,128.483295,0.368,19.77,0.024,9.47,55.39,soil,valid
SH73321,H7332,1.779318,128.505154,0.392,21.5,0.024,9.21,59.2,soil,valid
SH73322,H7332,1.775553,128.503895,0.385,13.72,0.006,6.3,52.35,soil,valid
SH73331,H7333,1.777013,128.515146,0.01,15.54,0.019,8.58,56.36,soil,valid
SH73332,H7333,1.775607,128.517266,0.01,23.97,0.015,3.21,55.36,soil,valid
SH73341,H7334,1.778796,128.538384,0.485,15.11,0.018,5.56,49.73,soil,valid
SH73342,H7334,1.780908,128.540223,0.34,10.1,0.009,41.12,41.17,bedrock,valid
SH73351,H7335,1.775338,128.554768,0.01,10.96,0.018,5.26,45.53,soil,valid
SH73352,H7335,1.771854,128.554071,0.16,20.58,0.024,8.18,48.82,soil,valid
SH73361,H7336,1.777864,128.566615,0.97,35.26,0.065,4.59,30.99,limonite,valid
SH73362,H7336,1.780219,128.564758,0.815,38.09,0.087,3.5,38.8,limonite,valid
SH73371,H7337,1.777626,128.587687,1.222,20.18,0.037,12.22,42.63,transition,valid
SH73372,H7337,1.780923,128.585152,0.656,29.23,0.024,12.38,47.66,transition,valid
SH73381,H7338,1.779579,128.601508,0.928,39.02,0.048,1.7,35.11,limonite,valid
SH73382,H7338,1.774128,128.599739,1.101,14.71,0.028,24.98,36.56,saprolite,valid
SH73391,H7339,1.779119,128.620931,1.017,25.95,0.046,28.55,34.57,saprolite,valid
SH73392,H7339,1.776929,128.61453,0.307,12.08,0.022,15.23,30.37,saprolite,valid
SH73401,H7340,1.771303,128.627081,0.038,23.27,0.018,14.18,35.92,transition,valid
SH73402,H7340,1.778565,128.634107,0.569,23.16,0.023,8.03,39.53,transition,valid
SH73411,H7341,1.774713,128.652455,1.078,12.96,0.018,7.86,52.31,soil,valid
SH73412,H7341,1.777762,128.645927,0.958,20.68,0.026,16.21,28.04,saprolite,valid
SH73421,H7342,1.775971,128.668906,0.472,28.08,0.052,12.94,40.49,transition,valid
SH73422,H7342,1.772792,128.662518,0.948,41.02,0.064,2.68,30.91,limonite,valid
SH73431,H7343,1.773088,128.679048,1.061,47.36,0.051,7.26,30.26,limonite,valid
SH73432,H7343,1.778939,128.679129,1.133,12.56,0.008,2.31,57.06,soil,valid
SH73441,H7344,1.772864,128.697066,0.52,22.4,0.016,26.62,33.66,saprolite,valid
SH73442,H7344,1.778276,128.700051,1.272,20.61,0.042,21.54,29.42,saprolite,valid
SH73451,H7345,1.776249,128.716886,0.331,19.19,0.017,19.94,33.08,saprolite,valid
SH73452,H7345,1.779922,128.707933,0.156,22.94,0.04,28.18,35.47,saprolite,valid
SH73461,H7346,1.778046,128.728291,0.01,24.43,0.008,8.19,46.06,soil,valid
SH73462,H7346,1.778328,128.726536,0.033,10.27,0.005,38.7,39.5,bedrock,valid
SH73471,H7347,1.774205,128.74444,0.503,24.83,0.013,6.54,59.63,soil,valid
SH73472,H7347,1.773018,128.745629,1.002,21.9,0.024,9.6,46.05,soil,valid
SH73481,H7348,1.77182,128.76327,2.055,22.88,0.021,6.79,46.5,soil,valid
SH73482,H7348,1.778524,128.761326,1.275,23.29,0.016,29.16,29.15,saprolite,valid
SH73491,H7349,1.773162,128.77223,0.01,15.6,0.018,3.87,48.71,soil,valid
SH73492,H7349,1.775963,128.771183,0.01,24.79,0.021,9.97,46.05,soil,valid
SH73501,H7350,1.774234,128.793073,0.414,37.8,0.028,5.74,35.75,limonite,valid
SH73502,H7350,1.779488,128.788699,0.239,32.47,0.068,13.63,43.17,transition,valid
SH73511,H7351,1.772396,128.80576,0.384,46.11,0.076,7.83,33.94,limonite,valid
SH73512,H7351,1.777915,128.804293,0.921,28.94,0.05,12.16,39.91,transition,valid
SH73521,H7352,1.776301,128.826971,0.9,23.81,0.023,7.82,46.94,soil,valid
SH73522,H7352,1.77224,128.822355,0.438,46.1,0.047,6.15,36.17,limonite,valid
SH73531,H7353,1.772174,128.8384,1.495,12.54,0.05,15.6,33.7,saprolite,valid
SH73532,H7353,1.771819,128.840559,1.193,20.31,0.032,25.6,30.03,saprolite,valid
SH73541,H7354,1.772914,128.857582,0.93,18.15,0.018,20.31,30.89,saprolite,valid
SH73542,H7354,1.777403,128.851051,1.087,22.07,0.012,2.9,58.08,soil,valid
SH73551,H7355,1.77231,128.875327,1.602,47.86,0.083,3.17,36.95,limonite,valid
SH73552,H7355,1.771035,128.867906,1.609,18.12,0.044,15.88,36.14,saprolite,valid
SH73561,H7356,1.773802,128.8871,0.202,24.66,0.012,3.88,54.99,soil,valid
SH73562,H7356,1.775557,128.890392,0.355,48.39,0.03,7.0,36.48,limonite,valid
SH73571,H7357,1.780238,128.901136,0.885,31.09,0.042,16.3,45.64,transition,valid
SH73572,H7357,1.774925,128.907814,0.492,26.87,0.013,20.86,36.59,saprolite,valid
SH73581,H7358,1.779514,128.922985,0.286,11.44,0.003,46.81,40.84,bedrock,valid
SH73582,H7358,1.7771,128.915636,0.574,20.86,0.021,9.1,49.39,soil,valid
SH73591,H7359,1.774136,128.935746,0.223,11.93,0.011,2.39,59.78,soil,valid
SH73592,H7359,1.777138,128.938184,0.337,10.74,0.013,42.8,44.94,bedrock,valid
SH73601,H7360,1.776604,128.956215,0.235,39.83,0.093,3.61,30.9,limonite,valid
SH73602,H7360,1.77164,128.956173,0.01,5.41,0.008,47.48,47.61,bedrock,valid
SH73611,H7361,1.776179,128.970634,0.884,39.8,0.045,7.58,32.51,limonite,valid
SH73612,H7361,1.772709,128.969373,0.528,44.36,0.046,6.53,36.81,limonite,valid
SH73621,H7362,1.771347,128.985521,0.526,21.93,0.023,6.96,50.1,soil,valid
SH73622,H7362,1.771993,128.986525,1.303,47.44,0.08,7.71,40.03,limonite,valid
SH73631,H7363,1.774627,128.997198,1.272,36.79,0.044,3.65,36.18,limonite,valid
SH73632,H7363,1.774158,129.000042,1.053,14.89,0.026,27.57,29.75,saprolite,valid
SH73641,H7364,1.773419,129.012455,0.15,13.86,0.018,7.73,56.77,soil,valid
SH73642,H7364,1.772142,129.012431,0.109,45.37,0.095,3.71,32.36,limonite,valid
SH73651,H7365,1.780969,129.035841,0.788,42.84,0.045,4.2,38.23,limonite,valid
SH73652,H7365,1.772301,129.03499,0.693,43.02,0.042,1.2,38.76,limonite,valid
SH73661,H7366,1.775293,129.043916,0.285,27.69,0.031,17.61,39.62,transition,valid
SH73662,H7366,1.77532,129.050111,0.996,21.18,0.026,17.76,38.13,saprolite,valid
SH73671,H7367,1.771769,129.062294,1.025,23.02,0.014,19.3,29.12,saprolite,valid
SH73672,H7367,1.777834,129.059647,0.33,21.5,0.057,12.42,46.83,transition,valid
SH73681,H7368,1.771856,129.080541,0.659,23.37,0.041,16.84,28.26,saprolite,valid
SH73682,H7368,1.776117,129.082082,0.451,21.37,0.01,18.39,39.04,saprolite,valid
SH73691,H7369,1.776917,129.09144,0.252,12.41,0.007,7.83,48.48,soil,valid
SH73692,H7369,1.774872,129.091733,0.782,39.93,0.056,1.36,42.22,limonite,valid
SH73701,H7370,1.774386,129.115511,1.166,10.18,0.011,7.32,47.27,soil,valid
SH73702,H7370,1.779644,129.114725,0.886,38.08,0.099,1.85,38.94,limonite,valid
SH73711,H7371,1.775615,129.129643,0.664,36.54,0.072,3.81,37.33,limonite,valid
SH73712,H7371,1.779139,129.131174,0.987,37.15,0.087,7.39,41.98,limonite,valid
SH73721,H7372,1.771288,129.142633,0.805,24.17,0.02,13.22,39.9,transition,valid
SH73722,H7372,1.774504,129.139921,0.691,28.35,0.055,12.32,42.36,transition,valid
SH73731,H7373,1.772682,129.160608,0.81,26.9,0.038,23.84,31.35,saprolite,valid
SH73732,H7373,1.780372,129.160746,0.644,32.4,0.03,12.51,48.0,transition,valid
SH73741,H7374,1.774785,129.176794,0.332,39.16,0.075,5.82,36.01,limonite,valid
SH73742,H7374,1.77455,129.173435,0.321,11.82,0.006,7.86,54.48,soil,valid
SH73751,H7375,1.777964,129.191508,0.388,25.38,0.027,18.49,29.26,saprolite,valid
SH73752,H7375,1.77294,129.193746,0.882,19.09,0.029,22.77,35.27,saprolite,valid
SH73761,H7376,1.780325,129.203808,0.01,15.13,0.02,6.34,58.64,soil,valid
SH73762,H7376,1.779952,129.20803,0.388,23.53,0.03,26.78,33.14,saprolite,valid
SH73771,H7377,1.773357,129.222768,0.01,15.13,0.016,4.62,46.18,soil,valid
SH73772,H7377,1.780771,129.219804,0.01,22.4,0.01,2.27,57.48,soil,valid
SH73781,H7378,1.777087,129.241987,1.483,13.09,0.026,28.82,33.11,saprolite,valid
SH73782,H7378,1.773507,129.244461,1.665,44.97,0.072,4.24,37.0,limonite,valid
SH73791,H7379,1.773049,129.255423,0.553,45.88,0.04,1.11,41.65,limonite,valid
SH73792,H7379,1.777407,129.257924,0.487,13.63,0.025,5.5,46.29,soil,valid
SH73801,H7380,1.77397,129.275765,0.73,14.32,0.031,19.19,35.75,saprolite,valid
SH73802,H7380,1.779933,129.274479,1.283,33.24,0.061,8.93,42.5,transition,valid
SH73811,H7381,1.772751,129.284463,0.896,19.98,0.022,21.35,34.69,saprolite,valid
SH73812,H7381,1.77628,129.286914,0.546,41.32,0.043,7.94,30.49,limonite,valid
SH73821,H7382,1.774956,129.300265,0.762,40.12,0.05,6.64,34.2,limonite,valid
SH73822,H7382,1.772208,129.303599,0.584,35.75,0.098,6.04,31.39,limonite,valid
SH73831,H7383,1.778335,129.318806,1.401,24.59,0.02,5.68,46.37,soil,valid
SH73832,H7383,1.779511,129.322192,1.34,14.66,0.024,25.95,37.75,saprolite,valid
SH73841,H7384,1.772614,129.340437,0.106,18.2,0.013,26.08,31.23,saprolite,valid
SH73842,H7384,1.780664,129.331574,0.893,20.75,0.028,17.95,39.44,transition,valid
SH73851,H7385,1.77852,129.351752,0.751,21.24,0.036,21.56,37.4,saprolite,valid
SH73852,H7385,1.774223,129.353045,0.92,49.31,0.056,4.57,34.96,limonite,valid
SH73861,H7386,1.779226,129.368866,0.239,13.49,0.011,2.18,50.77,soil,valid
SH73862,H7386,1.775675,129.370464,1.04,19.46,0.023,2.78,52.19,soil,valid
SH73871,H7387,1.777401,129.383179,0.61,44.77,0.053,1.16,39.03,limonite,valid
SH73872,H7387,1.78006,129.383374,0.811,25.72,0.04,22.3,35.55,saprolite,valid
SH73881,H7388,1.77618,129.397007,1.286,37.53,0.079,4.06,42.02,limonite,valid
SH73882,H7388,1.774903,129.401157,0.833,33.75,0.062,11.91,47.58,transition,valid
SH73891,H7389,1.776081,129.416381,0.895,43.8,0.091,5.89,35.01,limonite,valid
SH73892,H7389,1.776079,129.419534,0.751,20.8,0.005,8.7,51.08,soil,valid
SH73901,H7390,1.776144,129.435147,0.554,49.42,0.04,7.14,31.76,limonite,valid
SH73902,H7390,1.773124,129.433845,0.379,31.5,0.026,16.81,44.98,transition,valid
SH73911,H7391,1.776156,129.443571,0.205,44.04,0.084,4.55,36.81,limonite,valid
SH73912,H7391,1.780949,129.44895,0.079,14.45,0.021,2.34,50.69,soil,valid
SH73921,H7392,1.773071,129.460086,0.915,26.85,0.042,24.76,38.04,saprolite,valid
SH73922,H7392,1.779454,129.464721,1.455,14.68,0.015,7.5,56.08,soil,valid
SH73931,H7393,1.771362,129.478072,0.01,36.68,0.047,5.05,44.56,limonite,valid
SH73932,H7393,1.780011,129.482227,0.537,13.66,0.021,2.28,53.81,soil,valid
SH73941,H7394,1.777424,129.499305,0.537,25.45,0.044,17.59,35.17,saprolite,valid
SH73942,H7394,1.777787,129.495127,0.558,38.4,0.051,1.49,40.84,limonite,valid
SH73951,H7395,1.771847,129.516272,0.132,48.52,0.046,2.18,33.3,limonite,valid
SH73952,H7395,1.773321,129.511411,0.08,41.81,0.099,2.89,35.95,limonite,valid
SH73961,H7396,1.772242,129.524513,0.53,38.44,0.077,5.18,42.55,limonite,valid
SH73962,H7396,1.772851,129.53201,0.608,49.18,0.066,7.43,41.45,limonite,valid
SH73971,H7397,1.780048,129.543305,0.783,27.11,0.035,28.13,33.87,saprolite,valid
SH73972,H7397,1.776582,129.539094,1.171,49.96,0.059,5.63,30.48,limonite,valid
SH73981,H7398,1.778155,129.563245,1.529,41.84,0.088,4.96,44.22,limonite,valid
SH73982,H7398,1.772983,129.555827,1.083,49.0,0.04,6.11,30.33,limonite,valid
SH73991,H7399,1.779595,129.580504,0.888,26.15,0.062,13.57,46.34,transition,valid
SH73992,H7399,1.772476,129.574349,0.536,24.96,0.049,15.05,38.26,saprolite,valid
SH74001,H7400,1.773899,129.591851,0.72,46.94,0.082,2.47,43.9,limonite,valid
SH74002,H7400,1.776717,129.591442,0.536,40.1,0.084,3.98,31.73,limonite,valid
SH74011,H7401,1.787901,128.004668,0.919,24.41,0.03,19.95,30.32,saprolite,valid
SH74012,H7401,1.78762,128.005029,0.72,10.18,0.025,9.66,56.95,soil,valid
SH74021,H7402,1.795223,128.02785,0.574,19.76,0.016,7.14,55.48,soil,valid
SH74022,H7402,1.78809,128.027052,0.444,45.37,0.092,4.69,36.98,limonite,valid
SH74031,H7403,1.795173,128.0403,0.81,32.29,0.065,11.22,43.1,transition,valid
SH74032,H7403,1.790618,128.043712,0.98,12.16,0.008,2.59,50.01,soil,valid
SH74041,H7404,1.795024,128.052746,0.951,32.37,0.044,13.04,38.12,transition,valid
SH74042,H7404,1.795089,128.054558,1.308,41.46,0.092,2.32,32.1,limonite,valid
SH74051,H7405,1.793691,128.073964,0.571,22.22,0.022,11.12,47.33,transition,valid
SH74052,H7405,1.789993,128.071845,0.509,22.93,0.022,7.58,54.63,soil,valid
SH74061,H7406,1.792288,128.085691,0.967,46.93,0.097,7.42,37.52,limonite,valid
SH74062,H7406,1.793034,128.086501,0.699,22.81,0.051,9.0,36.09,transition,valid
SH74071,H7407,1.795116,128.107556,0.385,31.99,0.029,16.17,43.07,transition,valid
SH74072,H7407,1.795811,128.099543,0.282,49.73,0.061,3.8,44.0,limonite,valid
SH74081,H7408,1.791565,128.12123,0.282,48.26,0.085,6.23,30.9,limonite,valid
SH74082,H7408,1.796626,128.120881,0.322,14.63,0.023,6.63,50.51,soil,valid
SH74091,H7409,1.792998,128.131315,0.363,21.13,0.021,9.37,56.21,soil,valid
SH74092,H7409,1.790868,128.134258,0.411,21.99,0.007,5.98,46.37,soil,valid
SH74101,H7410,1.795025,128.147895,0.351,22.0,0.025,4.21,58.76,soil,valid
SH74102,H7410,1.790912,128.148846,0.321,41.12,0.08,6.45,35.2,limonite,valid
SH74111,H7411,1.794239,128.165483,0.739,23.0,0.033,25.35,32.97,saprolite,valid
SH74112,H7411,1.788605,128.170966,0.942,47.45,0.05,6.39,34.35,limonite,valid
SH74121,H7412,1.796419,128.188285,0.393,21.55,0.011,9.5,59.29,soil,valid
SH74122,H7412,1.7935,128.187675,0.01,37.05,0.036,1.11,40.98,limonite,valid
