grid_id,lithology,slope_deg,distance_to_river_m,distance_to_road_m,legal_status,distance_to_smelter_km,area_ha,longitude,latitude,region_id,lith_alluvium,lith_andesite,lith_lahar_deposit,lith_mafic_volcanic_simulated,lith_peridotite_simulated,lith_serpentinite_simulated,lith_tuff,lith_ultramafic_simulated,lith_volcanic_breccia,legal_allowed,legal_conditional,legal_no_go
H7513,serpentinite_simulated,2.5,1136.0,1332.0,allowed,170.1,141.3,128.192,1.8,NW,0,0,0,0,0,1,0,0,0,1,0,0
H7514,serpentinite_simulated,8.1,1084.0,3456.0,allowed,167.5,138.4,128.208,1.8,NW,0,0,0,0,0,1,0,0,0,1,0,0
H7515,alluvium,6.3,1050.0,3099.0,allowed,164.9,101.4,128.224,1.8,NW,1,0,0,0,0,0,0,0,0,1,0,0
H7516,ultramafic_simulated,13.9,500.0,1274.0,allowed,162.3,144.5,128.24,1.8,NW,0,0,0,0,0,0,0,1,0,1,0,0
H7517,serpentinite_simulated,7.2,614.0,2069.0,no-go,159.7,101.3,128.256,1.8,NW,0,0,0,0,0,1,0,0,0,0,0,1
H7518,serpentinite_simulated,17.6,354.0,3244.0,allowed,157.2,154.9,128.272,1.8,NW,0,0,0,0,0,1,0,0,0,1,0,0
H7519,ultramafic_simulated,13.1,120.0,765.0,allowed,154.7,159.9,128.288,1.8,NW,0,0,0,0,0,0,0,1,0,1,0,0
H7520,peridotite_simulated,17.5,185.0,3347.0,no-go,152.2,132.3,128.304,1.8,NW,0,0,0,0,1,0,0,0,0,0,0,1
H7521,serpentinite_simulated,11.2,346.0,878.0,allowed,149.8,108.3,128.32,1.8,NW,0,0,0,0,0,1,0,0,0,1,0,0
H7522,mafic_volcanic_simulated,7.4,366.0,3347.0,allowed,147.4,102.9,128.336,1.8,NW,0,0,0,1,0,0,0,0,0,1,0,0
H7523,serpentinite_simulated,15.5,239.0,1785.0,allowed,145.0,110.7,128.352,1.8,NW,0,0,0,0,0,1,0,0,0,1,0,0
H7524,peridotite_simulated,15.6,1198.0,2120.0,conditional,142.7,139.6,128.368,1.8,NW,0,0,0,0,1,0,0,0,0,0,1,0
H7525,serpentinite_simulated,11.4,360.0,746.0,allowed,140.4,146.9,128.384,1.8,NW,0,0,0,0,0,1,0,0,0,1,0,0
H7526,serpentinite_simulated,17.8,912.0,3429.0,conditional,138.2,158.3,128.4,1.8,NW,0,0,0,0,0,1,0,0,0,0,1,0
H7527,mafic_volcanic_simulated,4.1,511.0,952.0,allowed,136.0,130.1,128.416,1.8,NW,0,0,0,1,0,0,0,0,0,1,0,0
H7528,serpentinite_simulated,2.4,287.0,1012.0,no-go,133.8,128.3,128.432,1.8,NW,0,0,0,0,0,1,0,0,0,0,0,1
H7529,ultramafic_simulated,2.3,982.0,3450.0,no-go,131.7,146.8,128.448,1.8,NW,0,0,0,0,0,0,0,1,0,0,0,1
H7530,peridotite_simulated,15.8,516.0,812.0,allowed,129.7,135.3,128.464,1.8,NW,0,0,0,0,1,0,0,0,0,1,0,0
H7531,peridotite_simulated,12.1,828.0,3177.0,allowed,127.7,155.8,128.48,1.8,NW,0,0,0,0,1,0,0,0,0,1,0,0
H7532,ultramafic_simulated,4.5,946.0,2480.0,no-go,125.8,133.7,128.496,1.8,NW,0,0,0,0,0,0,0,1,0,0,0,1
H7533,alluvium,8.1,877.0,1019.0,conditional,124.0,108.0,128.512,1.8,NW,1,0,0,0,0,0,0,0,0,0,1,0
H7534,ultramafic_simulated,17.4,729.0,3129.0,conditional,122.2,106.3,128.528,1.8,NW,0,0,0,0,0,0,0,1,0,0,1,0
H7535,serpentinite_simulated,2.2,174.0,2463.0,allowed,120.5,113.6,128.544,1.8,NW,0,0,0,0,0,1,0,0,0,1,0,0
H7536,serpentinite_simulated,5.0,230.0,2425.0,no-go,118.9,121.6,128.56,1.8,NW,0,0,0,0,0,1,0,0,0,0,0,1
H7537,peridotite_simulated,10.5,329.0,1540.0,conditional,117.3,120.0,128.576,1.8,NW,0,0,0,0,1,0,0,0,0,0,1,0
H7538,ultramafic_simulated,16.9,1133.0,2141.0,allowed,115.9,104.1,128.592,1.8,NW,0,0,0,0,0,0,0,1,0,1,0,0
H7539,peridotite_simulated,8.1,975.0,1529.0,conditional,114.5,123.7,128.608,1.8,NW,0,0,0,0,1,0,0,0,0,0,1,0
H7540,peridotite_simulated,4.2,542.0,876.0,allowed,113.2,118.2,128.624,1.8,NW,0,0,0,0,1,0,0,0,0,1,0,0
H7541,peridotite_simulated,9.9,619.0,3104.0,conditional,112.1,155.3,128.64,1.8,NW,0,0,0,0,1,0,0,0,0,0,1,0
H7542,serpentinite_simulated,9.8,142.0,1723.0,allowed,111.0,149.5,128.656,1.8,NW,0,0,0,0,0,1,0,0,0,1,0,0
H7543,serpentinite_simulated,11.7,231.0,3108.0,no-go,110.1,147.0,128.672,1.8,NW,0,0,0,0,0,1,0,0,0,0,0,1
H7544,ultramafic_simulated,5.9,880.0,728.0,conditional,109.2,138.1,128.688,1.8,NW,0,0,0,0,0,0,0,1,0,0,1,0
H7545,peridotite_simulated,5.6,481.0,2946.0,no-go,108.5,123.8,128.704,1.8,NW,0,0,0,0,1,0,0,0,0,0,0,1
H7546,mafic_volcanic_simulated,17.1,928.0,2550.0,conditional,107.9,155.9,128.72,1.8,NW,0,0,0,1,0,0,0,0,0,0,1,0
H7547,mafic_volcanic_simulated,8.4,90.0,353.0,conditional,107.4,116.1,128.736,1.8,NW,0,0,0,1,0,0,0,0,0,0,1,0
H7548,serpentinite_simulated,3.7,1133.0,611.0,conditional,107.0,133.8,128.752,1.8,NW,0,0,0,0,0,1,0,0,0,0,1,0
H7549,ultramafic_simulated,6.3,549.0,1739.0,allowed,106.7,125.1,128.768,1.8,NW,0,0,0,0,0,0,0,1,0,1,0,0
H7550,ultramafic_simulated,5.9,934.0,2638.0,allowed,106.6,152.4,128.784,1.8,NW,0,0,0,0,0,0,0,1,0,1,0,0
H7551,serpentinite_simulated,5.0,970.0,3477.0,allowed,106.6,109.0,128.8,1.8,NE,0,0,0,0,0,1,0,0,0,1,0,0
H7552,peridotite_simulated,7.1,1077.0,1874.0,allowed,106.7,118.6,128.816,1.8,NE,0,0,0,0,1,0,0,0,0,1,0,0
H7553,ultramafic_simulated,16.6,203.0,1567.0,allowed,107.0,147.6,128.832,1.8,NE,0,0,0,0,0,0,0,1,0,1,0,0
H7554,peridotite_simulated,6.1,679.0,2131.0,allowed,107.4,133.5,128.848,1.8,NE,0,0,0,0,1,0,0,0,0,1,0,0
H7555,ultramafic_simulated,4.0,937.0,2514.0,no-go,107.9,121.4,128.864,1.8,NE,0,0,0,0,0,0,0,1,0,0,0,1
H7556,mafic_volcanic_simulated,13.0,260.0,987.0,allowed,108.5,118.7,128.88,1.8,NE,0,0,0,1,0,0,0,0,0,1,0,0
H7557,ultramafic_simulated,11.2,854.0,1953.0,conditional,109.2,101.8,128.896,1.8,NE,0,0,0,0,0,0,0,1,0,0,1,0
H7558,ultramafic_simulated,9.7,274.0,1311.0,allowed,110.1,115.7,128.912,1.8,NE,0,0,0,0,0,0,0,1,0,1,0,0
H7559,peridotite_simulated,12.6,918.0,2381.0,allowed,111.0,145.3,128.928,1.8,NE,0,0,0,0,1,0,0,0,0,1,0,0
H7560,serpentinite_simulated,10.5,889.0,2011.0,no-go,112.1,131.2,128.944,1.8,NE,0,0,0,0,0,1,0,0,0,0,0,1
H7561,peridotite_simulated,17.0,765.0,1825.0,allowed,113.2,145.4,128.96,1.8,NE,0,0,0,0,1,0,0,0,0,1,0,0
H7562,ultramafic_simulated,17.6,528.0,592.0,allowed,114.5,134.1,128.976,1.8,NE,0,0,0,0,0,0,0,1,0,1,0,0
H7563,peridotite_simulated,13.9,995.0,2477.0,allowed,115.9,149.4,128.992,1.8,NE,0,0,0,0,1,0,0,0,0,1,0,0
H7564,peridotite_simulated,13.2,808.0,528.0,allowed,117.3,155.9,129.008,1.8,NE,0,0,0,0,1,0,0,0,0,1,0,0
H7565,serpentinite_simulated,12.6,1085.0,3082.0,allowed,118.9,152.9,129.024,1.8,NE,0,0,0,0,0,1,0,0,0,1,0,0
H7566,ultramafic_simulated,8.0,610.0,427.0,allowed,120.5,149.5,129.04,1.8,NE,0,0,0,0,0,0,0,1,0,1,0,0
H7567,ultramafic_simulated,2.9,625.0,1682.0,allowed,122.2,128.0,129.056,1.8,NE,0,0,0,0,0,0,0,1,0,1,0,0
H7568,serpentinite_simulated,17.1,1195.0,3135.0,allowed,124.0,103.4,129.072,1.8,NE,0,0,0,0,0,1,0,0,0,1,0,0
H7569,alluvium,10.8,1112.0,3407.0,allowed,125.8,117.3,129.088,1.8,NE,1,0,0,0,0,0,0,0,0,1,0,0
H7570,ultramafic_simulated,4.7,620.0,3437.0,allowed,127.7,137.3,129.104,1.8,NE,0,0,0,0,0,0,0,1,0,1,0,0
H7571,ultramafic_simulated,8.9,934.0,2895.0,no-go,129.7,135.8,129.12,1.8,NE,0,0,0,0,0,0,0,1,0,0,0,1
H7572,ultramafic_simulated,7.0,753.0,1885.0,conditional,131.7,142.0,129.136,1.8,NE,0,0,0,0,0,0,0,1,0,0,1,0
H7573,alluvium,16.6,474.0,2152.0,allowed,133.8,111.9,129.152,1.8,NE,1,0,0,0,0,0,0,0,0,1,0,0
H7574,serpentinite_simulated,10.8,179.0,1864.0,no-go,136.0,123.8,129.168,1.8,NE,0,0,0,0,0,1,0,0,0,0,0,1
H7575,ultramafic_simulated,16.2,767.0,2706.0,allowed,138.2,145.0,129.184,1.8,NE,0,0,0,0,0,0,0,1,0,1,0,0
H7576,peridotite_simulated,10.3,609.0,1355.0,allowed,140.4,139.8,129.2,1.8,NE,0,0,0,0,1,0,0,0,0,1,0,0
H7577,serpentinite_simulated,13.9,548.0,1654.0,allowed,142.7,139.3,129.216,1.8,NE,0,0,0,0,0,1,0,0,0,1,0,0
H7578,peridotite_simulated,15.1,741.0,3292.0,conditional,145.0,127.9,129.232,1.8,NE,0,0,0,0,1,0,0,0,0,0,1,0
H7579,ultramafic_simulated,11.4,678.0,3217.0,allowed,147.4,118.8,129.248,1.8,NE,0,0,0,0,0,0,0,1,0,1,0,0
H7580,peridotite_simulated,5.2,329.0,2707.0,allowed,149.8,152.1,129.264,1.8,NE,0,0,0,0,1,0,0,0,0,1,0,0
H7581,peridotite_simulated,3.1,1135.0,1876.0,allowed,152.2,121.9,129.28,1.8,NE,0,0,0,0,1,0,0,0,0,1,0,0
H7582,ultramafic_simulated,15.2,724.0,3267.0,allowed,154.7,116.4,129.296,1.8,NE,0,0,0,0,0,0,0,1,0,1,0,0
H7583,serpentinite_simulated,15.7,588.0,1289.0,conditional,157.2,155.1,129.312,1.8,NE,0,0,0,0,0,1,0,0,0,0,1,0
H7584,serpentinite_simulated,15.2,445.0,3157.0,allowed,159.7,157.8,129.328,1.8,NE,0,0,0,0,0,1,0,0,0,1,0,0
H7585,ultramafic_simulated,9.4,737.0,1854.0,allowed,162.3,141.7,129.344,1.8,NE,0,0,0,0,0,0,0,1,0,1,0,0
H7586,serpentinite_simulated,16.1,328.0,2404.0,no-go,164.9,105.5,129.36,1.8,NE,0,0,0,0,0,1,0,0,0,0,0,1
H7587,alluvium,11.0,796.0,2252.0,allowed,167.5,120.7,129.376,1.8,NE,1,0,0,0,0,0,0,0,0,1,0,0
H7588,alluvium,10.3,92.0,1305.0,conditional,170.1,115.8,129.392,1.8,NE,1,0,0,0,0,0,0,0,0,0,1,0
H7589,mafic_volcanic_simulated,15.5,706.0,1851.0,no-go,172.8,114.2,129.408,1.8,NE,0,0,0,1,0,0,0,0,0,0,0,1
H7590,ultramafic_simulated,4.1,994.0,2656.0,allowed,175.5,138.8,129.424,1.8,NE,0,0,0,0,0,0,0,1,0,1,0,0
H7591,serpentinite_simulated,9.2,244.0,2040.0,conditional,178.1,109.7,129.44,1.8,NE,0,0,0,0,0,1,0,0,0,0,1,0
H7592,serpentinite_simulated,14.4,354.0,363.0,conditional,180.9,134.1,129.456,1.8,NE,0,0,0,0,0,1,0,0,0,0,1,0
H7593,serpentinite_simulated,6.8,573.0,2764.0,no-go,183.6,115.1,129.472,1.8,NE,0,0,0,0,0,1,0,0,0,0,0,1
H7594,alluvium,8.6,649.0,3281.0,no-go,186.4,116.7,129.488,1.8,NE,1,0,0,0,0,0,0,0,0,0,0,1
H7595,serpentinite_simulated,5.5,927.0,2718.0,allowed,189.1,117.8,129.504,1.8,NE,0,0,0,0,0,1,0,0,0,1,0,0
H7596,peridotite_simulated,6.2,616.0,2479.0,conditional,191.9,128.2,129.52,1.8,NE,0,0,0,0,1,0,0,0,0,0,1,0
H7597,peridotite_simulated,2.4,508.0,2964.0,allowed,194.7,143.4,129.536,1.8,NE,0,0,0,0,1,0,0,0,0,1,0,0
H7598,mafic_volcanic_simulated,5.4,559.0,1253.0,conditional,197.5,102.8,129.552,1.8,NE,0,0,0,1,0,0,0,0,0,0,1,0
H7599,peridotite_simulated,16.5,459.0,2546.0,allowed,200.3,102.2,129.568,1.8,NE,0,0,0,0,1,0,0,0,0,1,0,0
H7600,serpentinite_simulated,6.7,501.0,2038.0,allowed,203.2,140.4,129.584,1.8,NE,0,0,0,0,0,1,0,0,0,1,0,0
H7601,alluvium,16.5,178.0,3473.0,allowed,204.7,102.1,128.0,1.816,NW,1,0,0,0,0,0,0,0,0,1,0,0
H7602,serpentinite_simulated,6.1,862.0,1764.0,allowed,201.9,159.2,128.016,1.816,NW,0,0,0,0,0,1,0,0,0,1,0,0
H7603,serpentinite_simulated,14.5,339.0,1945.0,allowed,199.1,151.0,128.032,1.816,NW,0,0,0,0,0,1,0,0,0,1,0,0
H7604,ultramafic_simulated,12.1,668.0,970.0,allowed,196.3,140.5,128.048,1.816,NW,0,0,0,0,0,0,0,1,0,1,0,0
H7605,ultramafic_simulated,8.5,880.0,2786.0,allowed,193.5,123.8,128.064,1.816,NW,0,0,0,0,0,0,0,1,0,1,0,0
H7606,peridotite_simulated,6.0,353.0,1509.0,no-go,190.7,114.8,128.08,1.816,NW,0,0,0,0,1,0,0,0,0,0,0,1
H7607,ultramafic_simulated,4.6,580.0,3481.0,no-go,188.0,155.9,128.096,1.816,NW,0,0,0,0,0,0,0,1,0,0,0,1
H7608,peridotite_simulated,5.8,676.0,1299.0,allowed,185.3,110.8,128.112,1.816,NW,0,0,0,0,1,0,0,0,0,1,0,0
H7609,serpentinite_simulated,2.6,237.0,1684.0,no-go,182.6,105.4,128.128,1.816,NW,0,0,0,0,0,1,0,0,0,0,0,1
H7610,ultramafic_simulated,17.0,991.0,1502.0,allowed,179.9,107.8,128.144,1.816,NW,0,0,0,0,0,0,0,1,0,1,0,0
H7611,mafic_volcanic_simulated,4.8,284.0,3493.0,allowed,177.2,138.1,128.16,1.816,NW,0,0,0,1,0,0,0,0,0,1,0,0
H7612,ultramafic_simulated,3.9,797.0,2146.0,allowed,174.6,115.4,128.176,1.816,NW,0,0,0,0,0,0,0,1,0,1,0,0
H7613,peridotite_simulated,7.1,196.0,2001.0,conditional,171.9,142.0,128.192,1.816,NW,0,0,0,0,1,0,0,0,0,0,1,0
H7614,serpentinite_simulated,14.5,266.0,2435.0,allowed,169.3,144.5,128.208,1.816,NW,0,0,0,0,0,1,0,0,0,1,0,0
H7615,peridotite_simulated,16.8,253.0,3349.0,allowed,166.8,133.0,128.224,1.816,NW,0,0,0,0,1,0,0,0,0,1,0,0
H7616,serpentinite_simulated,11.5,958.0,338.0,conditional,164.2,137.2,128.24,1.816,NW,0,0,0,0,0,1,0,0,0,0,1,0
H7617,serpentinite_simulated,10.3,196.0,2533.0,no-go,161.7,133.2,128.256,1.816,NW,0,0,0,0,0,1,0,0,0,0,0,1
H7618,serpentinite_simulated,7.5,912.0,2661.0,allowed,159.2,113.6,128.272,1.816,NW,0,0,0,0,0,1,0,0,0,1,0,0
H7619,serpentinite_simulated,11.6,1167.0,1467.0,allowed,156.7,109.5,128.288,1.816,NW,0,0,0,0,0,1,0,0,0,1,0,0
H7620,peridotite_simulated,4.1,247.0,895.0,allowed,154.3,143.4,128.304,1.816,NW,0,0,0,0,1,0,0,0,0,1,0,0
H7621,peridotite_simulated,6.4,163.0,1708.0,allowed,151.9,108.4,128.32,1.816,NW,0,0,0,0,1,0,0,0,0,1,0,0
H7622,peridotite_simulated,9.1,812.0,2318.0,conditional,149.5,156.4,128.336,1.816,NW,0,0,0,0,1,0,0,0,0,0,1,0
H7623,mafic_volcanic_simulated,14.8,1057.0,1665.0,allowed,147.2,123.1,128.352,1.816,NW,0,0,0,1,0,0,0,0,0,1,0,0
H7624,serpentinite_simulated,2.4,1156.0,766.0,allowed,144.9,154.2,128.368,1.816,NW,0,0,0,0,0,1,0,0,0,1,0,0
H7625,mafic_volcanic_simulated,7.6,275.0,2496.0,conditional,142.7,145.7,128.384,1.816,NW,0,0,0,1,0,0,0,0,0,0,1,0
H7626,ultramafic_simulated,12.1,348.0,630.0,no-go,140.5,154.1,128.4,1.816,NW,0,0,0,0,0,0,0,1,0,0,0,1
H7627,peridotite_simulated,11.5,914.0,3101.0,allowed,138.3,101.6,128.416,1.816,NW,0,0,0,0,1,0,0,0,0,1,0,0
H7628,ultramafic_simulated,7.4,1054.0,764.0,allowed,136.2,148.8,128.432,1.816,NW,0,0,0,0,0,0,0,1,0,1,0,0
H7629,peridotite_simulated,6.9,641.0,1937.0,allowed,134.2,158.8,128.448,1.816,NW,0,0,0,0,1,0,0,0,0,1,0,0
H7630,alluvium,8.9,1149.0,1169.0,no-go,132.2,152.2,128.464,1.816,NW,1,0,0,0,0,0,0,0,0,0,0,1
H7631,peridotite_simulated,7.1,1084.0,3161.0,no-go,130.3,143.4,128.48,1.816,NW,0,0,0,0,1,0,0,0,0,0,0,1
H7632,serpentinite_simulated,10.8,816.0,1913.0,allowed,128.4,154.2,128.496,1.816,NW,0,0,0,0,0,1,0,0,0,1,0,0
H7633,mafic_volcanic_simulated,14.9,835.0,1930.0,allowed,126.6,109.5,128.512,1.816,NW,0,0,0,1,0,0,0,0,0,1,0,0
H7634,ultramafic_simulated,8.5,704.0,1779.0,allowed,124.9,129.0,128.528,1.816,NW,0,0,0,0,0,0,0,1,0,1,0,0
H7635,ultramafic_simulated,4.0,1110.0,466.0,allowed,123.2,153.0,128.544,1.816,NW,0,0,0,0,0,0,0,1,0,1,0,0
H7636,serpentinite_simulated,5.6,1083.0,2763.0,conditional,121.7,108.8,128.56,1.816,NW,0,0,0,0,0,1,0,0,0,0,1,0
H7637,ultramafic_simulated,17.1,162.0,2740.0,allowed,120.2,129.1,128.576,1.816,NW,0,0,0,0,0,0,0,1,0,1,0,0
H7638,serpentinite_simulated,8.8,621.0,516.0,conditional,118.8,125.9,128.592,1.816,NW,0,0,0,0,0,1,0,0,0,0,1,0
H7639,ultramafic_simulated,6.8,1150.0,575.0,allowed,117.4,113.9,128.608,1.816,NW,0,0,0,0,0,0,0,1,0,1,0,0
H7640,peridotite_simulated,2.0,1076.0,345.0,allowed,116.2,155.4,128.624,1.816,NW,0,0,0,0,1,0,0,0,0,1,0,0
H7641,peridotite_simulated,3.2,1152.0,2028.0,allowed,115.1,133.7,128.64,1.816,NW,0,0,0,0,1,0,0,0,0,1,0,0
H7642,mafic_volcanic_simulated,4.5,1013.0,1249.0,allowed,114.1,130.3,128.656,1.816,NW,0,0,0,1,0,0,0,0,0,1,0,0
H7643,serpentinite_simulated,6.3,493.0,2364.0,allowed,113.1,126.2,128.672,1.816,NW,0,0,0,0,0,1,0,0,0,1,0,0
H7644,peridotite_simulated,4.1,451.0,1922.0,allowed,112.3,150.8,128.688,1.816,NW,0,0,0,0,1,0,0,0,0,1,0,0
H7645,serpentinite_simulated,11.7,1032.0,1786.0,no-go,111.6,153.0,128.704,1.816,NW,0,0,0,0,0,1,0,0,0,0,0,1
H7646,peridotite_simulated,9.7,770.0,1525.0,conditional,111.0,114.8,128.72,1.816,NW,0,0,0,0,1,0,0,0,0,0,1,0
H7647,serpentinite_simulated,2.5,699.0,3210.0,no-go,110.5,125.0,128.736,1.816,NW,0,0,0,0,0,1,0,0,0,0,0,1
H7648,serpentinite_simulated,17.5,559.0,3131.0,allowed,110.2,119.8,128.752,1.816,NW,0,0,0,0,0,1,0,0,0,1,0,0
H7649,serpentinite_simulated,4.6,789.0,2365.0,allowed,109.9,108.0,128.768,1.816,NW,0,0,0,0,0,1,0,0,0,1,0,0
H7650,peridotite_simulated,9.2,805.0,2503.0,conditional,109.8,108.0,128.784,1.816,NW,0,0,0,0,1,0,0,0,0,0,1,0
H7651,alluvium,16.3,268.0,3388.0,allowed,109.8,136.6,128.8,1.816,NE,1,0,0,0,0,0,0,0,0,1,0,0
H7652,ultramafic_simulated,12.8,507.0,1613.0,conditional,109.9,140.0,128.816,1.816,NE,0,0,0,0,0,0,0,1,0,0,1,0
H7653,serpentinite_simulated,8.4,457.0,3291.0,no-go,110.2,123.9,128.832,1.816,NE,0,0,0,0,0,1,0,0,0,0,0,1
H7654,mafic_volcanic_simulated,7.8,699.0,2865.0,allowed,110.5,132.6,128.848,1.816,NE,0,0,0,1,0,0,0,0,0,1,0,0
H7655,serpentinite_simulated,8.8,846.0,2737.0,allowed,111.0,128.8,128.864,1.816,NE,0,0,0,0,0,1,0,0,0,1,0,0
H7656,serpentinite_simulated,2.6,970.0,2647.0,allowed,111.6,151.4,128.88,1.816,NE,0,0,0,0,0,1,0,0,0,1,0,0
H7657,mafic_volcanic_simulated,5.9,762.0,3165.0,allowed,112.3,129.6,128.896,1.816,NE,0,0,0,1,0,0,0,0,0,1,0,0
H7658,alluvium,12.9,892.0,1898.0,allowed,113.1,131.6,128.912,1.816,NE,1,0,0,0,0,0,0,0,0,1,0,0
H7659,serpentinite_simulated,12.6,767.0,652.0,allowed,114.1,119.8,128.928,1.816,NE,0,0,0,0,0,1,0,0,0,1,0,0
H7660,serpentinite_simulated,3.6,303.0,1810.0,allowed,115.1,140.0,128.944,1.816,NE,0,0,0,0,0,1,0,0,0,1,0,0
H7661,peridotite_simulated,5.0,139.0,2627.0,allowed,116.2,156.3,128.96,1.816,NE,0,0,0,0,1,0,0,0,0,1,0,0
H7662,ultramafic_simulated,10.7,1136.0,2153.0,allowed,117.4,154.5,128.976,1.816,NE,0,0,0,0,0,0,0,1,0,1,0,0
H7663,serpentinite_simulated,6.2,332.0,1437.0,conditional,118.8,139.8,128.992,1.816,NE,0,0,0,0,0,1,0,0,0,0,1,0
H7664,serpentinite_simulated,13.0,316.0,2364.0,conditional,120.2,105.0,129.008,1.816,NE,0,0,0,0,0,1,0,0,0,0,1,0
H7665,ultramafic_simulated,10.2,793.0,949.0,allowed,121.7,141.5,129.024,1.816,NE,0,0,0,0,0,0,0,1,0,1,0,0
H7666,serpentinite_simulated,9.9,553.0,2155.0,allowed,123.2,153.5,129.04,1.816,NE,0,0,0,0,0,1,0,0,0,1,0,0
H7667,peridotite_simulated,6.8,1088.0,3080.0,conditional,124.9,100.7,129.056,1.816,NE,0,0,0,0,1,0,0,0,0,0,1,0
H7668,serpentinite_simulated,13.9,1099.0,2608.0,allowed,126.6,100.8,129.072,1.816,NE,0,0,0,0,0,1,0,0,0,1,0,0
H7669,peridotite_simulated,10.4,460.0,3459.0,allowed,128.4,111.9,129.088,1.816,NE,0,0,0,0,1,0,0,0,0,1,0,0
H7670,serpentinite_simulated,9.4,413.0,1758.0,conditional,130.3,146.9,129.104,1.816,NE,0,0,0,0,0,1,0,0,0,0,1,0
H7671,mafic_volcanic_simulated,5.2,1181.0,3076.0,allowed,132.2,112.3,129.12,1.816,NE,0,0,0,1,0,0,0,0,0,1,0,0
H7672,serpentinite_simulated,7.0,327.0,3363.0,allowed,134.2,155.8,129.136,1.816,NE,0,0,0,0,0,1,0,0,0,1,0,0
H7673,ultramafic_simulated,14.4,703.0,3175.0,conditional,136.2,117.3,129.152,1.816,NE,0,0,0,0,0,0,0,1,0,0,1,0
H7674,peridotite_simulated,8.6,1054.0,1424.0,no-go,138.3,150.6,129.168,1.816,NE,0,0,0,0,1,0,0,0,0,0,0,1
H7675,ultramafic_simulated,9.0,345.0,3259.0,allowed,140.5,124.1,129.184,1.816,NE,0,0,0,0,0,0,0,1,0,1,0,0
H7676,mafic_volcanic_simulated,10.3,109.0,890.0,allowed,142.7,118.1,129.2,1.816,NE,0,0,0,1,0,0,0,0,0,1,0,0
H7677,mafic_volcanic_simulated,5.0,346.0,2317.0,allowed,144.9,142.2,129.216,1.816,NE,0,0,0,1,0,0,0,0,0,1,0,0
H7678,peridotite_simulated,10.9,1109.0,2321.0,no-go,147.2,116.5,129.232,1.816,NE,0,0,0,0,1,0,0,0,0,0,0,1
H7679,ultramafic_simulated,3.5,1011.0,505.0,allowed,149.5,152.6,129.248,1.816,NE,0,0,0,0,0,0,0,1,0,1,0,0
H7680,serpentinite_simulated,4.7,317.0,1236.0,allowed,151.9,112.2,129.264,1.816,NE,0,0,0,0,0,1,0,0,0,1,0,0
H7681,serpentinite_simulated,2.8,900.0,830.0,allowed,154.3,119.9,129.28,1.816,NE,0,0,0,0,0,1,0,0,0,1,0,0
H7682,serpentinite_simulated,10.1,799.0,384.0,allowed,156.7,101.4,129.296,1.816,NE,0,0,0,0,0,1,0,0,0,1,0,0
H7683,serpentinite_simulated,7.2,520.0,978.0,conditional,159.2,130.7,129.312,1.816,NE,0,0,0,0,0,1,0,0,0,0,1,0
H7684,serpentinite_simulated,14.6,378.0,1986.0,no-go,161.7,116.9,129.328,1.816,NE,0,0,0,0,0,1,0,0,0,0,0,1
H7685,mafic_volcanic_simulated,2.2,904.0,3463.0,allowed,164.2,129.4,129.344,1.816,NE,0,0,0,1,0,0,0,0,0,1,0,0
H7686,peridotite_simulated,9.0,512.0,3420.0,allowed,166.8,115.5,129.36,1.816,NE,0,0,0,0,1,0,0,0,0,1,0,0
H7687,peridotite_simulated,16.0,339.0,1897.0,allowed,169.3,146.5,129.376,1.816,NE,0,0,0,0,1,0,0,0,0,1,0,0
H7688,ultramafic_simulated,15.4,113.0,1051.0,allowed,171.9,131.7,129.392,1.816,NE,0,0,0,0,0,0,0,1,0,1,0,0
H7689,serpentinite_simulated,5.9,955.0,2606.0,conditional,174.6,127.7,129.408,1.816,NE,0,0,0,0,0,1,0,0,0,0,1,0
H7690,mafic_volcanic_simulated,10.6,396.0,2835.0,conditional,177.2,141.9,129.424,1.816,NE,0,0,0,1,0,0,0,0,0,0,1,0
H7691,mafic_volcanic_simulated,12.8,642.0,886.0,allowed,179.9,132.7,129.44,1.816,NE,0,0,0,1,0,0,0,0,0,1,0,0
H7692,ultramafic_simulated,6.6,182.0,1154.0,allowed,182.6,133.3,129.456,1.816,NE,0,0,0,0,0,0,0,1,0,1,0,0
H7693,serpentinite_simulated,7.6,1039.0,1137.0,no-go,185.3,155.1,129.472,1.816,NE,0,0,0,0,0,1,0,0,0,0,0,1
H7694,ultramafic_simulated,10.3,97.0,2263.0,no-go,188.0,143.7,129.488,1.816,NE,0,0,0,0,0,0,0,1,0,0,0,1
H7695,mafic_volcanic_simulated,6.5,965.0,2436.0,allowed,190.7,121.8,129.504,1.816,NE,0,0,0,1,0,0,0,0,0,1,0,0
H7696,ultramafic_simulated,10.7,131.0,1662.0,allowed,193.5,104.2,129.52,1.816,NE,0,0,0,0,0,0,0,1,0,1,0,0
H7697,ultramafic_simulated,15.8,240.0,2492.0,no-go,196.3,126.0,129.536,1.816,NE,0,0,0,0,0,0,0,1,0,0,0,1
H7698,serpentinite_simulated,12.6,816.0,711.0,allowed,199.1,148.7,129.552,1.816,NE,0,0,0,0,0,1,0,0,0,1,0,0
H7699,mafic_volcanic_simulated,4.1,394.0,2504.0,no-go,201.9,117.8,129.568,1.816,NE,0,0,0,1,0,0,0,0,0,0,0,1
